time (min)/weight (g),Set3_D31,Set3_D32,Set3_D33,Set2_D21,Set2_D22,Set2_D23,Set1_D11,Set1_D12,Set1_D13
646.0,853.0,1027.7,877.3,715.7,727.3,767.0,1019.7,986.5,999.0
647.0,854.0,1027.7,878.0,716.0,728.0,767.7,1019.7,986.5,999.0
648.0,854.0,1028.3,878.7,717.0,729.0,768.3,1019.7,987.5,999.0
649.0,854.0,1028.3,879.0,717.7,729.3,769.0,1020.0,987.5,1000.0
650.0,855.0,1028.7,879.7,718.3,730.0,769.7,1020.3,987.5,1000.0
651.0,855.0,1029.0,880.0,718.7,730.7,770.0,1020.7,988.0,1000.0
652.0,856.0,1029.3,880.7,719.7,731.3,771.0,1020.3,988.5,1000.0
653.0,856.0,1030.0,880.7,720.0,731.7,771.7,1020.7,988.5,1001.0
654.0,857.0,1030.0,881.7,721.0,732.7,772.3,1020.3,989.0,1001.0
655.0,857.0,1030.0,882.0,721.7,733.0,773.0,1022.5,989.0,1001.0
656.0,858.0,1030.7,882.3,722.3,733.7,773.3,1022.5,990.0,1001.0
657.0,858.0,1031.0,883.0,723.0,734.3,774.3,1023.0,990.0,1002.0
658.0,858.0,1031.0,883.3,724.0,735.0,774.7,1023.0,990.5,1002.0
659.0,859.0,1031.3,884.0,724.3,735.7,775.3,1022.5,991.0,1002.0
660.0,859.0,1032.0,884.7,725.0,736.3,776.0,1023.0,991.0,1002.0
661.0,860.0,1032.3,884.7,725.7,736.3,776.7,1023.5,991.0,1002.0
662.0,861.0,1032.3,885.3,726.7,737.0,777.3,1023.0,991.5,1003.0
663.0,861.0,1032.3,885.7,726.7,738.0,777.7,1023.0,992.0,1003.0
664.0,861.0,1033.0,886.3,727.7,738.3,778.3,1023.5,992.0,1004.0
665.0,862.0,1033.3,886.7,728.7,739.0,779.3,1023.5,992.5,1004.0
666.0,862.0,1033.3,887.0,729.0,739.7,779.3,1023.5,992.5,1004.0
667.0,863.0,1033.7,888.0,729.7,740.3,780.3,1023.5,992.5,1004.0
668.0,863.0,1034.0,888.0,730.7,740.7,781.0,1024.0,993.0,1004.0
669.0,864.0,1034.7,888.7,730.7,741.7,781.7,1024.0,993.5,1004.0
670.0,864.0,1034.7,889.0,731.7,742.0,782.0,1024.0,994.0,1005.0
671.0,864.0,1034.7,889.3,732.7,742.3,783.0,1024.0,994.5,1005.0
672.0,865.0,1035.3,890.0,732.7,743.3,784.0,1024.5,994.5,1005.0
673.0,865.0,1035.7,890.3,733.7,743.7,784.0,1024.5,994.5,1006.0
674.0,866.0,1035.7,891.0,734.7,744.7,785.0,1025.0,995.0,1006.0
675.0,866.0,1035.7,891.0,734.7,745.0,785.0,1025.0,995.5,1006.0
676.0,867.0,1036.3,891.7,735.7,745.7,786.0,1025.0,995.5,1006.0
677.0,867.0,1036.3,892.3,736.7,746.0,786.7,1025.0,995.5,1006.0
678.0,867.0,1036.7,892.7,736.7,746.7,786.7,1025.0,996.0,1007.0
679.0,868.0,1037.0,893.0,737.7,747.3,787.7,1025.0,996.5,1007.0
680.0,868.0,1037.0,893.3,738.0,747.7,788.7,1025.0,997.0,1007.0
681.0,869.0,1037.7,893.7,738.7,748.3,788.7,1025.5,997.0,1007.0
682.0,869.0,1037.7,894.7,739.7,749.0,789.7,1025.5,997.5,1007.0
683.0,870.0,1038.0,895.0,740.3,749.7,790.3,1025.5,998.0,1007.0
684.0,870.0,1038.3,895.0,740.7,750.0,790.7,1025.5,998.0,1008.0
685.0,870.0,1038.7,896.0,741.7,750.3,791.3,1025.5,998.0,1008.0
686.0,871.0,1038.7,896.3,742.3,751.3,791.7,1026.0,998.0,1009.0
687.0,871.0,1038.7,896.3,742.7,752.0,792.3,1026.0,999.0,1009.0
688.0,872.0,1039.3,897.3,743.7,752.3,793.0,1026.0,999.0,1009.0
689.0,872.0,1039.7,897.7,744.3,753.0,793.7,1026.0,999.0,1009.0
690.0,873.0,1040.0,898.0,744.7,753.7,794.0,1026.0,999.5,1009.0
691.0,873.0,1040.0,898.3,745.3,754.0,795.0,1026.0,999.5,1010.0
692.0,873.0,1040.0,899.0,746.0,754.7,795.0,1026.5,1000.0,1010.0
693.0,874.0,1040.3,899.3,746.7,755.3,796.0,1026.5,1000.5,1010.0
694.0,874.0,1041.0,899.7,747.3,755.7,796.3,1026.5,1000.5,1010.0
695.0,875.0,1041.0,900.0,747.7,756.3,797.3,1027.0,1000.5,1010.0
696.0,875.0,1041.0,900.3,748.7,757.0,797.7,1027.0,1001.0,1011.0
697.0,875.0,1042.0,901.0,749.3,757.3,798.3,1027.0,1001.5,1011.0
698.0,876.0,1042.0,901.3,749.7,758.3,798.7,1027.0,1001.5,1011.0
699.0,876.0,1042.0,901.7,750.7,758.3,799.7,1027.0,1001.5,1011.0
700.0,877.0,1042.0,902.3,750.7,759.3,800.0,1027.5,1001.5,1011.0
701.0,877.0,1042.3,902.7,751.7,759.7,801.0,1027.5,1002.5,1012.0
702.0,877.0,1042.7,903.3,752.3,760.0,801.0,1027.5,1002.5,1012.0
703.0,878.0,1043.0,903.3,753.0,761.0,802.0,1027.5,1003.0,1012.0
704.0,878.0,1043.3,904.3,753.3,761.3,802.3,1027.5,1003.0,1012.0
705.0,879.0,1043.3,904.3,754.0,762.0,802.7,1028.0,1003.0,1012.0
706.0,879.0,1043.3,904.7,754.7,762.3,803.7,1028.0,1003.0,1012.0
707.0,879.0,1043.7,905.0,755.3,763.0,803.7,1028.0,1004.0,1013.0
708.0,880.0,1044.0,906.0,756.0,763.7,804.7,1028.0,1004.0,1013.0
709.0,880.0,1044.0,906.0,756.7,764.0,805.3,1028.0,1004.0,1013.0
710.0,881.0,1044.3,906.3,757.3,764.7,805.7,1028.0,1005.0,1013.0
711.0,881.0,1044.7,907.0,757.7,765.3,806.3,1028.5,1005.0,1013.0
712.0,882.0,1045.0,907.3,758.3,765.7,807.0,1028.5,1005.0,1013.0
713.0,882.0,1045.0,908.0,759.0,766.3,807.3,1028.5,1005.0,1013.0
714.0,882.0,1045.3,908.0,759.7,766.7,808.3,1028.5,1005.5,1013.0
715.0,882.0,1045.3,908.3,760.3,767.3,808.3,1028.5,1006.0,1014.0
716.0,883.0,1045.3,909.0,760.7,768.0,809.3,1029.0,1006.0,1014.0
717.0,883.0,1045.3,909.3,761.3,768.3,809.7,1029.0,1006.5,1014.0
718.0,884.0,1046.0,909.7,762.3,769.0,810.3,1029.0,1006.5,1014.0
719.0,884.0,1046.0,910.0,762.3,769.7,810.7,1029.0,1006.5,1014.0
720.0,885.0,1046.0,910.3,763.3,770.0,811.0,1029.0,1006.5,1015.0
721.0,885.0,1046.0,911.0,764.0,770.7,812.0,1029.0,1007.0,1015.0
722.0,885.0,1046.7,911.3,764.3,771.0,812.3,1029.5,1007.5,1015.0
723.0,886.0,1046.7,911.7,765.3,771.3,813.0,1029.5,1007.5,1015.0
724.0,886.0,1046.7,912.0,765.7,772.0,813.3,1029.5,1008.0,1015.0
725.0,887.0,1046.7,912.7,766.7,772.7,814.3,1029.5,1008.0,1016.0
726.0,887.0,1047.0,912.7,766.7,773.3,814.7,1029.5,1008.0,1016.0
727.0,887.0,1047.0,913.3,767.3,774.0,815.0,1029.5,1008.5,1016.0
728.0,888.0,1047.0,913.3,768.0,774.3,815.7,1029.5,1008.5,1016.0
729.0,888.0,1047.0,914.0,768.7,774.7,816.0,1029.5,1009.0,1016.0
730.0,888.0,1047.3,914.3,769.3,775.3,817.0,1029.5,1009.0,1016.0
731.0,889.0,1047.3,914.7,770.0,775.7,817.3,1030.0,1009.0,1016.0
732.0,889.0,1047.3,915.0,770.3,776.3,817.7,1030.0,1009.5,1017.0
733.0,889.0,1047.7,915.7,771.0,777.0,818.7,1030.0,1010.0,1017.0
734.0,890.0,1047.7,916.0,771.3,777.3,818.7,1030.0,1010.0,1017.0
735.0,890.0,1047.7,916.3,772.0,778.0,819.7,1030.0,1010.0,1017.0
736.0,891.0,1047.7,916.3,772.3,778.3,820.0,1029.5,1010.5,1017.0
737.0,891.0,1048.0,917.0,773.3,778.7,820.7,1029.5,1010.5,1017.0
738.0,892.0,1048.0,917.0,774.0,779.7,821.3,1029.5,1010.5,1012.0
739.0,892.0,1048.0,918.0,774.3,780.0,821.7,1029.5,1010.5,1012.0
740.0,892.0,1048.0,918.0,775.3,780.3,822.3,1029.5,1011.0,1013.0
741.0,892.0,1048.3,918.7,775.7,781.3,822.3,1029.5,1011.5,1013.0
742.0,893.0,1048.3,918.7,776.3,781.7,823.3,1029.5,1011.0,1013.0
743.0,893.0,1048.3,919.3,776.7,782.0,824.0,1029.5,1011.5,1013.0
744.0,894.0,1048.3,919.7,777.3,782.7,824.3,1029.5,1011.5,1013.0
745.0,894.0,1048.7,920.0,778.0,783.0,825.0,1029.5,1012.0,1013.0
746.0,894.0,1048.7,920.3,778.3,783.7,825.0,1029.5,1012.0,1014.0
747.0,895.0,1048.7,920.7,779.0,784.3,826.0,1029.5,1012.5,1014.0
748.0,895.0,1048.7,921.3,779.7,784.7,826.3,1030.0,1012.5,1014.0
749.0,895.0,1049.0,921.3,780.3,785.0,827.0,1030.0,1012.5,1014.0
750.0,896.0,1049.0,921.7,780.7,785.7,827.3,1030.0,1012.5,1015.0
751.0,896.0,1049.0,922.3,781.3,786.0,827.7,1030.0,1012.5,1015.0
752.0,897.0,1049.0,922.3,782.0,786.3,828.7,1029.5,1012.5,1015.0
753.0,897.0,1049.0,923.0,782.3,787.3,829.0,1030.0,1013.0,1015.0
754.0,897.0,1049.7,923.3,783.0,787.3,829.7,1030.0,1013.0,1015.0
755.0,897.0,1049.3,923.7,783.7,788.0,830.0,1030.0,1013.0,1015.0
756.0,898.0,1049.3,924.0,784.3,788.7,830.3,1030.0,1013.0,1015.0
757.0,898.0,1049.7,924.0,785.0,789.0,831.0,1030.0,1013.5,1015.0
758.0,899.0,1050.0,924.3,785.0,789.7,831.3,1030.0,1013.5,1015.0
759.0,899.0,1050.0,925.0,785.7,790.0,832.0,1030.0,1013.5,1016.0
760.0,899.0,1050.0,925.3,786.7,790.7,832.7,1030.0,1014.0,1016.0
761.0,900.0,1050.3,925.7,787.0,791.3,833.0,1030.0,1014.5,1016.0
762.0,900.0,1050.7,926.0,787.7,791.7,833.7,1030.0,1014.5,1016.0
763.0,900.0,1050.7,926.0,788.0,792.3,834.3,1029.5,1014.5,1016.0
764.0,901.0,1050.7,926.7,788.7,792.3,834.7,1029.0,1014.5,1017.0
765.0,901.0,1050.7,927.0,788.7,793.3,835.3,1029.0,1015.0,1017.0
766.0,901.0,1050.7,927.3,789.7,793.7,835.3,1029.0,1015.0,1017.0
767.0,902.0,1051.0,928.0,790.3,794.0,836.3,1028.0,1015.0,1017.0
768.0,902,1051,928,791,794,836,NaN,1015.00,1017.00
769.0,902,1051,929,791,795,837,NaN,1015.00,1018.00
770.0,903,1051,929,792,796,837,NaN,1015.50,1018.00
771.0,903,1051,929,793,796,838,NaN,1015.50,1018.00
772.0,904,1051,929,793,797,839,NaN,1015.50,1018.00
773.0,904,1051,930,794,797,839,NaN,1015.50,1018.00
774.0,904,1051,930,794,797,840,NaN,1016.00,1018.00
775.0,905,1052,931,795,798,840,NaN,1016.00,1018.00
776.0,905,1052,931,795,798,841,NaN,1016.00,1018.00
777.0,905,1052,931,796,799,841,NaN,1016.00,1019.00
778.0,906,1052,931,796,799,842,NaN,1017.00,1019.00
779.0,906,1052,932,797,800,842,NaN,1017.00,1019.00
780.0,906,1052,932,797,801,843,NaN,1017.00,1019.00
781.0,907,1052,933,798,801,843,NaN,1017.00,1019.00
782.0,907,1052,933,798,801,843,NaN,1017.00,1019.00
783.0,907,1052,933,799,802,844,NaN,1017.00,1020.00
784.0,908,1052,933,799,802,845,NaN,1017.00,1020.00
785.0,908,1052,934,800,803,845,NaN,1017.50,1020.00
786.0,908,1052,934,800,803,845,NaN,1017.50,1020.00
787.0,908,1053,934,801,804,846,NaN,1017.50,1020.00
788.0,908,1052,935,801,804,847,NaN,1018.00,1020.00
789.0,909,1052,935,802,805,847,NaN,1018.00,1020.00
790.0,909,1053,935,802,805,847,NaN,1018.00,1021.00
791.0,909,1053,936,803,806,848,NaN,1018.00,1021.00
792.0,910,1053,936,803,806,848,NaN,1018.00,1021.00
793.0,910,1053,936,804,807,849,NaN,1018.50,1021.00
794.0,910,1053,936,804,807,849,NaN,1019.00,1021.00
795.0,911,1053,936,805,807,850,NaN,1019.00,1022.00
796.0,911,1053,937,805,808,850,NaN,1019.00,1022.00
797.0,911,1053,937,806,808,851,NaN,1019.00,1022.00
798.0,912,1053,938,806,809,851,NaN,1019.00,1022.00
799.0,912,1054,938,807,809,852,NaN,1019.00,1022.00
800.0,912,1054,938,808,810,852,NaN,1019.50,1022.00
801.0,912,1054,938,808,810,853,NaN,1019.50,1022.00
802.0,913,1054,938,809,811,853,NaN,1019.50,1022.00
803.0,913,1054,939,809,811,854,NaN,1019.50,1023.00
804.0,913,1054,939,810,812,854,NaN,1019.50,1023.00
805.0,914,1054,939,810,812,855,NaN,1020.50,1023.00
806.0,914,1054,939,811,812,855,NaN,1020.50,1023.00
807.0,915,1054,939,811,813,855,NaN,1020.50,1023.00
808.0,915,1054,940,812,813,856,NaN,1020.50,1023.00
809.0,915,1054,940,812,814,856,NaN,1020.50,1024.00
810.0,915,1072,940,813,814,857,NaN,1021.00,1024.00
811.0,916,1072,941,813,815,857,NaN,1021.00,1024.00
812.0,916,1072,941,814,815,858,NaN,1021.00,1024.00
813.0,916,1072,941,814,815,858,NaN,1021.00,1024.00
814.0,917,1072,941,815,816,858,NaN,1021.00,1024.00
815.0,917,1072,942,815,817,859,NaN,1021.00,1024.00
816.0,917,1072,942,816,817,859,NaN,1021.50,1024.00
817.0,917,1072,942,817,817,860,NaN,1021.50,1024.00
818.0,918,1072,942,817,818,860,NaN,1021.50,1024.00
819.0,918,1072,942,817,818,861,NaN,1021.50,1024.00
820.0,918,1073,943,818,819,861,NaN,1022.00,1024.00
821.0,919,1073,943,818,819,862,NaN,1022.00,1025.00
822.0,919,1073,943,819,820,862,NaN,1022.00,1025.00
823.0,919,1073,944,819,820,863,NaN,1022.00,1025.00
824.0,920,1073,944,820,821,863,NaN,1022.00,1025.00
825.0,920,1073,944,820,821,864,NaN,1022.00,1025.00
826.0,920,1073,944,821,821,864,NaN,1022.00,1025.00
827.0,920,1073,944,821,821,865,NaN,1022.50,1025.00
828.0,921,1073,945,822,822,865,NaN,1022.50,1026.00
829.0,921,1073,945,822,822,865,NaN,1022.50,1026.00
830.0,921,1073,945,823,823,866,NaN,1022.50,1026.00
831.0,922,1073,946,823,823,866,NaN,1022.50,1026.00
832.0,922,1073,946,824,824,866,NaN,1022.50,1026.00
833.0,922,1073,946,824,824,867,NaN,1022.50,1026.00
834.0,922,1073,946,824,825,867,NaN,1023.00,1026.00
835.0,923,1073,947,825,825,868,NaN,1023.00,1026.00
836.0,923,1073,947,825,826,868,NaN,1023.00,1026.00
837.0,923,1073,947,826,826,869,NaN,1023.00,1026.00
838.0,923,1073,947,826,826,869,NaN,1023.50,1027.00
839.0,924,1073,947,827,826,870,NaN,1023.50,1027.00
840.0,924,1073,947,827,827,870,NaN,1023.50,1027.00
841.0,924,1073,948,828,828,870,NaN,1023.50,1027.00
842.0,925,1073,948,828,828,871,NaN,1023.50,1027.00
843.0,925,1073,948,829,829,871,NaN,1023.50,1027.00
844.0,925,1073,948,829,829,872,NaN,1023.50,1027.00
845.0,926,1073,949,830,830,872,NaN,1023.50,1027.00
846.0,926,1073,949,830,830,873,NaN,1024.00,1027.00
847.0,926,1073,949,830,830,873,NaN,1024.00,1027.00
848.0,926,1073,949,831,830,873,NaN,1024.00,1027.00
849.0,927,1073,950,832,831,874,NaN,1024.00,1027.00
850.0,927,1073,950,832,831,874,NaN,1024.00,1027.00
851.0,927,1073,950,832,832,875,NaN,1024.00,1027.00
852.0,927,1073,950,833,832,875,NaN,1024.00,1027.00
853.0,928,1073,950,833,833,876,NaN,1024.00,1028.00
854.0,928,1073,951,834,833,876,NaN,1024.50,1028.00
855.0,928,1073,951,834,834,876,NaN,1024.50,1028.00
856.0,929,1073,951,835,834,877,NaN,1024.50,1028.00
857.0,929,1073,951,835,834,877,NaN,1024.50,1028.00
858.0,929,1073,951,836,835,877,NaN,1024.50,1028.00
859.0,930,1073,952,836,835,878,NaN,1024.50,1028.00
860.0,930,1073,952,837,835,878,NaN,1024.50,1028.00
861.0,930,1073,952,837,836,879,NaN,1024.50,1028.00
862.0,930,1073,952,838,836,879,NaN,1024.50,1028.00
863.0,931,1073,953,838,837,879,NaN,1024.50,1028.00
864.0,931,1073,953,838,837,880,NaN,1024.50,1028.00
865.0,931,1073,953,839,838,880,NaN,1024.50,1028.00
866.0,931,1073,953,839,838,881,NaN,1024.50,1028.00
867.0,932,1073,953,840,838,881,NaN,1024.50,1028.00
868.0,932,1073,954,840,839,882,NaN,1024.50,1028.00
869.0,932,1073,954,841,839,882,NaN,1025.00,1028.00
870.0,932,1073,954,841,839,883,NaN,1025.00,1028.00
871.0,933,1073,954,841,840,883,NaN,1025.00,1028.00
872.0,933,1073,954,842,840,883,NaN,1025.00,1028.00
873.0,933,1074,955,842,841,884,NaN,1025.00,1028.00
874.0,933,1074,955,843,841,884,NaN,1025.00,1028.00
875.0,934,1074,955,843,842,884,NaN,1029.00,1028.00
876.0,934,1074,955,843,842,885,NaN,1029.00,1028.00
877.0,934,1074,955,844,843,885,NaN,1029.00,1028.00
878.0,934,1074,956,844,843,886,NaN,1029.00,1028.00
879.0,935,1074,956,845,843,886,NaN,1029.00,1028.00
880.0,935,1074,956,845,843,886,NaN,1029.00,1028.00
881.0,935,1074,956,846,844,887,NaN,1029.00,1029.00
882.0,935,1074,956,846,844,887,NaN,1029.00,1029.00
883.0,936,1074,957,847,845,887,NaN,1029.00,1029.00
884.0,936,1074,957,847,845,888,NaN,1029.00,1029.00
885.0,936,1074,957,848,846,888,NaN,1029.00,1029.00
886.0,936,1074,957,848,846,889,NaN,1029.00,1029.00
887.0,936,1074,958,848,846,889,NaN,1030.00,1029.00
888.0,937,1074,958,849,847,889,NaN,1030.00,1029.00
889.0,937,1074,958,849,847,890,NaN,1030.00,1029.00
890.0,937,1074,958,850,847,890,NaN,1030.00,1029.00
891.0,937,1074,958,850,848,891,NaN,1030.00,1029.00
892.0,938,1074,958,851,848,891,NaN,1030.00,1029.00
893.0,938,1074,959,851,848,892,NaN,1030.00,1029.00
894.0,938,1074,959,852,849,892,NaN,1030.00,1029.00
895.0,938,1074,959,852,849,892,NaN,1030.00,1029.00
896.0,939,1074,959,852,850,893,NaN,1030.00,1029.00
897.0,939,1074,959,853,850,893,NaN,1030.00,1029.00
898.0,939,1074,960,853,850,893,NaN,1030.00,1029.00
899.0,939,1074,960,853,851,893,NaN,1031.00,1029.00
900.0,939,1074,960,854,851,894,NaN,1031.00,1029.00
901.0,940,1074,960,854,851,894,NaN,1031.00,1029.00
902.0,940,1074,961,855,852,895,NaN,1031.00,1029.00
903.0,940,1074,961,855,852,895,NaN,1031.00,1029.00
904.0,940,1074,961,856,853,896,NaN,1031.00,1029.00
905.0,941,1074,961,856,853,896,NaN,1031.00,1029.00
906.0,941,1074,961,856,853,896,NaN,1031.00,1029.00
907.0,941,1074,961,857,854,896,NaN,1031.00,1029.00
908.0,941,1074,962,857,854,897,NaN,1031.00,1030.00
909.0,942,1074,962,858,854,897,NaN,1031.00,1030.00
910.0,942,1074,962,858,855,897,NaN,1031.00,1030.00
911.0,942,1074,962,859,855,898,NaN,1031.00,1030.00
912.0,942,1074,962,859,855,898,NaN,1031.00,1030.00
913.0,942,NaN,962,859,856,899,NaN,1031.00,1030.00
914.0,943,NaN,962,860,856,899,NaN,1031.00,1030.00
915.0,943,NaN,963,860,856,899,NaN,1031.00,1030.00
916.0,943,NaN,963,861,857,900,NaN,1032.00,1030.00
917.0,944,NaN,963,861,857,900,NaN,1032.00,1030.00
918.0,944,NaN,963,861,858,901,NaN,1032.00,1030.00
919.0,944,NaN,964,862,858,901,NaN,1032.00,1030.00
920.0,944,NaN,964,862,858,902,NaN,1032.00,1030.00
921.0,944,NaN,964,862,859,902,NaN,1032.00,1030.00
922.0,945,NaN,964,863,859,902,NaN,1032.00,1030.00
923.0,945,NaN,964,863,860,902,NaN,1032.00,1030.00
924.0,945,NaN,964,864,860,903,NaN,1032.00,1030.00
925.0,945,NaN,965,864,860,903,NaN,1032.00,1032.00
926.0,946,NaN,965,864,861,903,NaN,1032.00,1032.00
927.0,946,NaN,965,865,861,904,NaN,1032.00,1032.00
928.0,946,NaN,965,865,861,904,NaN,1032.00,1032.00
929.0,946,NaN,965,866,862,905,NaN,1032.00,1032.00
930.0,947,NaN,965,866,862,905,NaN,1032.00,1032.00
931.0,947,NaN,965,867,862,905,NaN,1032.00,1032.00
932.0,947,NaN,966,867,863,905,NaN,1032.00,1032.00
933.0,947,NaN,966,867,863,906,NaN,1032.00,1032.00
934.0,947,NaN,966,868,863,906,NaN,1032.00,1032.00
935.0,948,NaN,966,868,864,906,NaN,1032.00,1032.00
936.0,948,NaN,967,868,864,907,NaN,1032.00,1032.00
937.0,948,NaN,967,869,864,907,NaN,1032.00,1032.00
938.0,948,NaN,967,869,865,908,NaN,1032.00,1032.00
939.0,949,NaN,967,869,865,908,NaN,1032.00,1032.00
940.0,949,NaN,967,870,866,908,NaN,1032.00,1032.00
941.0,949,NaN,967,870,866,909,NaN,1032.00,1032.00
942.0,949,NaN,968,871,866,909,NaN,1032.00,1032.00
943.0,949,NaN,968,871,866,909,NaN,1032.00,1032.00
944.0,950,NaN,968,871,867,910,NaN,1032.00,1032.00
945.0,950,NaN,968,872,867,910,NaN,1032.00,1032.00
946.0,950,NaN,968,872,868,911,NaN,1032.00,1032.00
947.0,950,NaN,968,872,868,911,NaN,1032.00,1032.00
948.0,950,NaN,968,873,868,911,NaN,1032.00,1032.00
949.0,951,NaN,969,873,869,911,NaN,1032.00,1032.00
950.0,951,NaN,969,873,869,912,NaN,1032.00,1032.00
951.0,951,NaN,969,874,869,912,NaN,1032.00,1032.00
952.0,951,NaN,952,874,869,912,NaN,1032.00,1032.00
953.0,952,NaN,952,875,870,912,NaN,1032.00,1032.00
954.0,952,NaN,952,875,870,913,NaN,1032.00,1032.00
955.0,952,NaN,953,876,871,913,NaN,1032.00,1032.00
956.0,952,NaN,953,876,871,914,NaN,1032.00,1032.00
957.0,952,NaN,953,876,871,914,NaN,1032.00,1032.00
958.0,953,NaN,953,877,871,914,NaN,1032.00,1032.00
959.0,953,NaN,954,877,872,915,NaN,1032.00,1032.00
960.0,953,NaN,954,877,872,915,NaN,1032.00,1032.00
961.0,953,NaN,954,878,872,915,NaN,1032.00,1032.00
962.0,953,NaN,954,878,873,916,NaN,1032.00,1032.00
963.0,954,NaN,954,878,873,916,NaN,1032.00,1032.00
964.0,954,NaN,955,879,873,916,NaN,1032.00,NaN
965.0,954,NaN,955,879,874,917,NaN,1032.00,NaN
966.0,954,NaN,955,879,874,917,NaN,NaN,NaN
967.0,955,NaN,955,880,874,917,NaN,NaN,NaN
968.0,955,NaN,955,880,875,917,NaN,NaN,NaN
969.0,955,NaN,956,880,875,918,NaN,NaN,NaN
970.0,955,NaN,956,880,875,918,NaN,NaN,NaN
971.0,955,NaN,956,881,875,919,NaN,NaN,NaN
972.0,955,NaN,957,881,876,919,NaN,NaN,NaN
973.0,956,NaN,957,881,876,919,NaN,NaN,NaN
974.0,956,NaN,957,882,877,920,NaN,NaN,NaN
975.0,956,NaN,957,882,877,920,NaN,NaN,NaN
976.0,956,NaN,958,883,877,920,NaN,NaN,NaN
977.0,956,NaN,958,883,877,920,NaN,NaN,NaN
978.0,956,NaN,958,883,878,920,NaN,NaN,NaN
979.0,957,NaN,958,884,878,921,NaN,NaN,NaN
980.0,957,NaN,959,884,878,921,NaN,NaN,NaN
981.0,957,NaN,959,885,878,922,NaN,NaN,NaN
982.0,957,NaN,959,885,879,922,NaN,NaN,NaN
983.0,957,NaN,959,885,879,922,NaN,NaN,NaN
984.0,957,NaN,960,886,879,923,NaN,NaN,NaN
985.0,958,NaN,960,886,879,923,NaN,NaN,NaN
986.0,958,NaN,960,886,880,923,NaN,NaN,NaN
987.0,958,NaN,960,887,880,923,NaN,NaN,NaN
988.0,958,NaN,960,887,881,924,NaN,NaN,NaN
989.0,959,NaN,960,887,881,924,NaN,NaN,NaN
990.0,959,NaN,961,888,881,925,NaN,NaN,NaN
991.0,959,NaN,961,888,881,925,NaN,NaN,NaN
992.0,959,NaN,961,888,881,925,NaN,NaN,NaN
993.0,959,NaN,961,888,882,925,NaN,NaN,NaN
994.0,959,NaN,961,889,882,926,NaN,NaN,NaN
995.0,959,NaN,962,889,882,926,NaN,NaN,NaN
996.0,960,NaN,962,890,883,926,NaN,NaN,NaN
997.0,960,NaN,962,890,883,927,NaN,NaN,NaN
998.0,960,NaN,962,890,884,927,NaN,NaN,NaN
999.0,960,NaN,962,890,884,927,NaN,NaN,NaN
1000.0,960,NaN,963,891,884,927,NaN,NaN,NaN